participant_id,condition,audio,task_index,word_search_type,outcome,distance_seconds,word_search_success,word_search_failure,word_search_time_sec
p5,discontinuous,10.mp3,1,long,spacebar,1.4917230000000004,True,False,20.967
p5,discontinuous,10.mp3,2,long,spacebar,0.5028330000000096,True,False,15.334
p5,discontinuous,10.mp3,3,short,spacebar,0.7322999999999809,True,False,37.547
p5,discontinuous,10.mp3,4,short,spacebar,0.8831319999999891,True,False,6.296
p5,discontinuous,10.mp3,5,short,spacebar,1.406105000000025,True,False,38.101
p5,discontinuous,10.mp3,6,long,spacebar,0.5499489999999696,True,False,12.764
p5,keyword2,9.mp3,1,long,spacebar,0.7145620000000008,True,False,18.614
p5,keyword2,9.mp3,2,short,spacebar,0.7870850000000047,True,False,12.027
p5,keyword2,9.mp3,3,long,spacebar,0.603937000000002,True,False,24.248
p5,keyword2,9.mp3,4,short,spacebar,0.5545150000000092,True,False,42.141
p5,keyword2,9.mp3,5,short,spacebar,9.505761000000007,False,True,59.976
p5,keyword2,9.mp3,6,long,spacebar,0.7022010000000023,True,False,15.649
p5,keyword,7.mp3,1,short,spacebar,1.119813999999998,True,False,3.252
p5,keyword,7.mp3,2,long,spacebar,0.9976110000000062,True,False,27.496
p5,keyword,7.mp3,3,long,spacebar,1.0776269999999784,True,False,15.282
p5,keyword,7.mp3,4,long,spacebar,1.0687199999999848,True,False,13.749
p5,keyword,7.mp3,5,short,spacebar,1.0369230000000016,True,False,39.279
p5,keyword,7.mp3,6,short,spacebar,1.7533659999999713,True,False,3.274
p5,sentence,8.mp3,1,short,spacebar,0.6574990000000014,True,False,16.581
p5,sentence,8.mp3,2,short,spacebar,0.7534409999999951,True,False,24.984
p5,sentence,8.mp3,3,long,spacebar,1.1460360000000094,True,False,6.484
p5,sentence,8.mp3,4,long,spacebar,0.8090469999999925,True,False,26.735
p5,sentence,8.mp3,5,long,spacebar,0.5275740000000155,True,False,7.494
p5,sentence,8.mp3,6,short,spacebar,1.0351929999999925,True,False,4.291
p5,word,6.mp3,1,long,spacebar,1.0641099999999994,True,False,13.602
p5,word,6.mp3,2,short,spacebar,0.41931099999999333,True,False,16.399
p5,word,6.mp3,3,short,spacebar,0.5976589999999931,True,False,56.566
p5,word,6.mp3,4,long,spacebar,0.9952330000000131,True,False,20.811
p5,word,6.mp3,5,short,spacebar,1.5286050000000273,True,False,11.956
p5,word,6.mp3,6,long,spacebar,0.7031959999999913,True,False,27.631
